,date,reviewNo,employeeType,position,summary,pro,con,advice,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,reviewLink
81," Jul 18, 2017",empReview_15958685,Former Employee - Anonymous Employee,None,Lack of management in HR department,engineers are smart and nice,"Too much secrecy, not transparent at all among departmentsHR department doesn't care about anybody",None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW15958685.htm
82," Aug 11, 2016",empReview_11526371,Current Employee - Anonymous Employee,I have been working at Snap part-time,Snapchat employee,"Amazing leadership, fast response, good salary",I cant come up with any cons,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW11526371.htm
83," Nov 1, 2017",empReview_17667598,Former Employee - Anonymous Employee,I worked at Snap full-time,Bonnes conditions de travail,"Convivialité, confort, esprit d'équipe",Peu de temps libre et mauvais équilibre travail/vie privée,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW17667598.htm
84," Mar 30, 2017",empReview_14421913,Current Employee - Content Marketing Specialist,I have been working at Snap full-time (Less than a year),Content Specialist,Free food is awesome!Collaborative spaceGreat people who are passionate about the app and the companies success,"You can sometimes feel out of the loop. As the company continues to grow, there is a huge opportunity for more communication. We act like a small company where ""word of mouth"" is a great way for communication. However, it's grown so much so this isn't a successful tactic anymore.If you're a process ordinated person, you may find this company a bit difficult to work with. However, may be a great opportunity to leverage that expertise to shine. Also, you have to be an advocate for yourself because management is ""eh"". Promote yourself and talk yourself up!",Many aren't ready to be managers as well as didn't come to the company with the drive to manager. Somehow they just got put there because we were growing so rapidly.,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW14421913.htm
85," Mar 16, 2017",empReview_14207622,Former Employee - Anonymous Employee,I worked at Snap full-time,Not a bad place to work,"Good perks, great growth trajectory",Environment can be closed and political,Be more open to employees moving up,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW14207622.htm
86," Mar 4, 2017",empReview_14041714,Current Employee - Anonymous Employee,I have been working at Snap full-time,Very exciting place to be right now,"-Pay, perks and benefits-They seem to care about your relationship with your other coworkers. I've had people who claimed to work closely with the CEO adding me on snapchat and being very approachable and friendly. They love to hear more about your job there.-So far, every day has something new to offer, I doubt I'll get bored anytime soon-Lots of flexibility-Beach!!-All the pros overweight (most) of the cons so far.","-Very secretive, might make you a little more paranoid than you feel it's even necessary.-Right now, the separation of work versus personal life is starting to get too blurry for my taste.-I was told I was doing one type of job, turned out I had way more responsibility I agreed on for getting their base pay. Part of this was my own fault, but be sure to try and know exactly what you'll be asked to do. The (6 hour) interview wasn't clear enough, I assumed they were familiar with my type of job, and they didn't reveal what I was going to work on until my 3rd day of work.-No one really knows what they're doing, management is still lost but it's getting better, you still end up having to manage yourself more than anything, everyone is still trying to figure things out.-Venice beach hates us and for an understandable reason. Despite the amazing views and fun vibe, I agree this is really not a place for a corporation like this. I'm often afraid of getting out by myself. Your badge and backpack makes you easily recognizable.","We all know that we need a better plan. Our manager is very smart, but it doesn't change the fact that it's very hard for one person who doesn't understand 100% of every single job they manage to represent everyone at the same time. We aren't a small company. I think having sub-managers would help solve part of that problem.",4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW14041714.htm
87," Mar 8, 2017",empReview_14109240,Former Employee - Anonymous Employee,I worked at Snap full-time,senior engineers stay away if you can,looks great from outside but the company culture leaves a lot to be desired. Google for a business insider article on what it is like to work at this secretive company. it captures quite accurately what goes onMight still be a good place for junior engineers straight out of school to grow their initial careers,lot of technical debt and poor architecture decisions everywhere. top down decision making with a flavor for micro management across the entire chain of hierarchy. senior engineers are not empowered and trusted. working from home is frowned upon. Too many first time managers with no clue on how to grow engineering careers,bureaucracy and rubber stamping is slowing the company down. cut the red tape to compete effectively against competitors with deep pockets,2.0,2.0,2.0,2.0,2.0,2.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW14109240.htm
88," Jan 15, 2017",empReview_13338127,Current Employee - Software Engineer,I have been working at Snap (Less than a year),Engineer,You work with the coolest people in the Los Angeles area! Teammates are usually helpful and responsive.,It's highly secretive company. You sometimes read new features on the headlines.,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW13338127.htm
89," Jan 10, 2017",empReview_13273173,Current Employee - Anonymous Employee,I have been working at Snap full-time,Rapid Growth Means Opportunity,Rapidly growing company means room for employees to grow.The Snapchat SW and Spectacles HW are successful products. Large user base. Advertising model is a value proposition.Seems like the sky is the limit. CEO has been right a lot. Quality of people coming in the door is high. Made some good hires from what I can see. People who know how to ship products and do so profitably.IPO paperwork has been filed. Could be a big payoff. Everyone works hard. It's good if you have something to show for it.Benefits are excellent compared with previous employers.,"There's so much going on it can be hard to focus.No way of knowing how long the free wheeling culture will last.Roles and responsibilities beginning to overlap as more people are brought onboard, creates some confusion.Rapid growth and rate of hiring makes me wonder if company can execute on big plans.Long hours and demanding workload. Work/Life balance tips heavily towards work.","When forming such a large team, do things to make sure everyone is pulling in the same direction. Keep an eye on company culture. Ask what can be done to maintain the fun of being a startup. Work to avoid politics and keep decision making and planning transparent.",4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW13273173.htm
90," Nov 10, 2016",empReview_12626941,Former Employee - Story Editor,I worked at Snap full-time (More than a year),"An exciting job, marred by some organizational deficiencies","I worked as a story editor on the content team, curating submitted snaps for their Live Stories. There are really good benefits and perks — you don't have to pay into healthcare, the snacks are pretty sweet, there are occasional activities like free group workout classes. You feel like you're working at one of the most exciting companies in the world. You can have a pretty big say in projects even without a ton of past work experience; Snapchat generally values the input and creativity of its employees, and wants be cooler and more innovative than anywhere else and that led to some really fruitful creative work. The pay is really good.","Horrific and irregular hours, far worse than initially advertised in the job description. It was not uncommon to work on both overnight and daytime shifts in the same week, which was nuts and totally destabilized any ability to have a social life outside of work. That's something that not might be visible from the outside, but attention toward employee wellness in this respect was minimal. There's a lack of diversity in the company overall — the content team at one point was definitely one of the more diverse teams (racially + gender-wise) but leadership and management is vastly white and male, which led to interpersonal issues and some tone-deafness in regard to content decisions. A relatively flat organizational structure meant it was difficult to get promoted or see the potential for a longer-term career ladder.",Schedule your content team more conscientiously. Hire more people who don't look like you. Set better standards for work-life balance. Offer more opportunities for growth and advancement.,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW12626941.htm
91," Dec 8, 2016",empReview_12928944,Current Employee - Software Engineer,None,Current SWE,"Good location and food; good company vision.Location: Venice beach is a lively tourist location with good weather and quirky locals.Food: You get 3 meals per week at local restaurants, most of which are pretty good. Use them if you don't like what's in the cafeterias.Vision: Evan Spiegel is a gifted product designer and I enjoy making his products.","The company is not as established as larger companies like FB or Google, so we don't have every perk imaginable yet, and a lot of internal tools are yet to be built. Internal hackathons are few and far-between.",None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW12928944.htm
92," Dec 7, 2016",empReview_12914409,Former Employee - Anonymous Employee,None,Decent,"Free breakfast, lunch, and dinner provided. Pay for your phone bill - up to $75 a month. Good, energetic group of people",Felt slightly mistreated as an intern and not respected as much as the full time employees although this may just be a case of N=1,Make the workplace a little more welcoming to interns and don't undermine their abilities. Many of us produced results better than the full time employees!,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW12914409.htm
93," Oct 8, 2016",empReview_12238299,Former Employee - Anonymous Employee,None,Story Editor,"- Wonderful, ambitious-but-not-cutthroat coworkers- Fantastic food options- Great amenities + snacks- Famous product that the everyone under the age of 30 is familiar with; feel like you're changing the world and entertainment by working there- Great facilities and overall super cool work environment","- Crazy hours / days / nights / weekends (unique to Content team); that specific department really feels like it's still a start-up- Mild culture of workaholism- Given the impression that your professional opinion and advice matters in terms of building and changing the product but still very much a top-down structure with regards to creative and business-related decisions- Big lack of diversity in management (mostly straight white dudes)- Sometimes feel like you're not super highly-valued even though you're given the impression that your work is super important to the company with regards to revenue and profits- Arbitrary pay based on previous experience but not congruous with actual work done (i.e. there were people getting paid $20/hr, $24/hr, and $30/hr to do the exact same things)","Management on Content needs to be way more diverse, and upper management needs to actually give a ____ about getting to know the people who work incredibly hard for them. It definitely sucked big-time being laid off by a dude who a) certainly couldn't identify me in a crowd as someone who worked for him, and b) seemed wildly unfamiliar with the day-to-day operations of the product he's ""running.""",4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW12238299.htm
94," Mar 20, 2018",empReview_19784062,Current Employee - Anonymous Employee,I have been working at Snap full-time (More than a year),Struggling to grow up,Employee benefits are keeping up with industry standards,No internal communicationsSales leadership is focused on short term revenue vs. longterm investment,None,2.0,2.0,2.0,2.0,2.0,2.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW19784062.htm
95," Mar 8, 2018",empReview_19605279,Former Employee - Software Engineer,I worked at Snap full-time (More than a year),Upper management is terrible,- all the individual engineers are talented- your lower level managers are pretty awesome people- there's interesting work- hiring bar and diversity seem to be good shape- amenities and perks are pretty nice- good work life balance,"- upper management is just stinking awful. You'll never hear from Evan except through maybe five emails in the course of a year.- They're constantly ""restructuring"" and shifting teams around for no reason making it seem like there's some weird politics going around. I was involuntarily moved under five teams in a year each with a different director- Some big big BIG decisions seem to be knee-jerk responses. Very little stuff are data-driven- No transparency. I got all of my developments on the business side of Snap via TechCrunch like everyone else.- Honestly not sure where the future of the company will go. Poor morale when I left- Venice homeless people hate you",- Less politicking- Be transparent with business decisions- More data driven decisions PLEASE- Evan Spiegel should host frequent AMAs- Don't spend $4M on a NYE party that doesn't even have enough food for everyone,2.0,2.0,2.0,2.0,2.0,2.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW19605279.htm
96," Apr 1, 2018",empReview_19966382,Current Employee - Creative,I have been working at Snap full-time (Less than a year),Toxic culture across the company,"here's a list of pros off the top of my head- competitive base salary- not a bad equity package- some gems in the dust - you'll meet some genuinely nice and brilliant people who work along side of you- unlimited vacation, some flexible hours, but you're also expected to work some weekends and after-hours- discounts and perks at great restaurants and activities- luxurious parties","but the cons stick out way more, so be cautious if you're considering joining Snap. job security is non existent.i joined Snap with an outlook of promise and excitement.over time, i began seeing the company culture from what is was, a big hot mess. despite its claims to be kind, smart, and creative, it’s pretty far from that.leadership prioritizes initiatives indecisively and immaturely, and often punishes its employees for not delivering the “right” results under impossible deadlines, YET they don’t have a clue what the “right” results are. say goodbye to work-life balance for the trade-off of getting a nice meal (sometimes), mediocre metrics, and being bullied by veteran colleagues.management has been sending mandatory surveys to all employees to answer ""anonymously"" about the culture. i often wonder if our anonymity has been taken advantage of during these mass layoffs for the cruel benefit of those in power.the culture here is like seeing “Mean Girls” come to life across departments from engineering to design to executive leadership. it won't be long before i run from this company for greener grassI COULDN’T HAVE AGREED MORE with the “It’s so absurd, I can’t believe it’s real,” review, saying that Snap has “the most toxic immature politics-ridden culture"", etc etc","if you take a hard look at the rate you hire men, and fire or layoff women, it looks suspicious. that type of thinking needs to change. it'll catch up to you sooner than later. we will speak up at the expense of our jobs in order for change to happen.on the note of the recent layoffs, the way leadership delivered the news was exceptionally brutal and disrespectful to their now former employees; therefore I URGE leadership to REALLY prioritize PEOPLE over their desire for power. a lot of people think executive leadership is tyrannical and unwilling to change.",1.0,1.0,1.0,1.0,1.0,1.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW19966382.htm
97," Apr 5, 2018",empReview_20038824,Former Employee - Anonymous Employee,I worked at Snap full-time (More than a year),Heartless and Clueless Leadership,- Perks & Benefits- Nice Office Space- Free Food & Stocked Break Areas- Nice Parties,- No Room for growth unless you were are apart of the click- Management hires friends from previous jobs - Especially Facebook friends- No regard for the work and initiatives placed for the organization- Management has no clue how to lead- Your ideas are overlooked- Racist Leadership - If you're not White or Asian or Male - No need to apply- CEO cares more about adding to his Billions at the expensive of the employees and Shareholders.- Investing in this company is like burning cash- Layoff's and Position Elimination was done abrutly and rudely. An Email was sent for a meeting to bring your personal belongings. 1 Hour Later lives and families changed with no remorse while Evan allocated 638 million in Bonus money to himself.,Snap could have been a great company but Evan and Bobby need to step down. Evan is not a CEO - He Has no leadership skills. They are little boys who happen to get Lucky with a Colleg Project Idea. They have ran what could have been a decent company in the ground because of ignorance and greed. It's a shame how people invested their existence in support of their dumb dog faces and filters that degrade and make a mockery of domestic violence in this country. Stop hiring people simply because you worked with them before or managers that were apart of a click that you've selected to be the in crowd. Thats simply not how life works. Sadly this behavior will continue to spread and toxify the work force.Advice: Don't get to comfortable with your positions - The same way we were marched in to receive our walking papers with no warning - You too will have your day. The only person that Snap gives 2 cents about is Evan & Bobby - You nor your families matter when they decide to save a dollar.,1.0,1.0,1.0,1.0,1.0,1.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW20038824.htm
98," Mar 6, 2018",empReview_19554624,Former Employee - Anonymous Employee,I worked at Snap (Less than a year),Contract Workers Beware,Free foodNice coworkersWork from homeBeautiful Office,"Unprofessional managementNot even a days notice before laying off over half of the teamStrange work environmentNo way to work yourself upNo benefits on contract workersYou are treated like you are not important to the team and can be replaced easilyWeird working hours (4a-12p, 8p-4a)",None,2.0,2.0,2.0,2.0,2.0,2.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW19554624.htm
99," Jan 10, 2018",empReview_18669611,Current Employee - Engineer,I have been working at Snap full-time (More than 3 years),Engineering,"Have worked @ Snap for nearly 3 years.I love working here. Snap is a very fast paced office with tons of growth opportunity and a high upside in overall compensation. I will definitely stay my 4 years, minimum.Lean teams, so you learn a lot and have a major impact on what you're building.Our Sr. Leadership is STRONG. Jerry Hunter and Co. are very ambitious with what they're building and I'm excited to be a part of that team.The vision of what we've built has changed the way people communicate and consume media. That's pretty cool.","Snap isn't a well oiled machine, which is what attracted me to the company in the first place. I was tired of being simply a high performing number at a large tech company.Snap is not as structured as Google or Amazon. We're in a growth phase between a scrappy unicorn start up and an impactful public company. Not everything is perfect, but the people that work here care about the company and are working very hard to improve the inconsistencies.",Google does a really good job of showing their employees that they appreciate all of the hard work/hours you've put in. A little bit of appreciation can go a long way.,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW18669611.htm
100," Mar 28, 2018",empReview_19916141,Former Employee - Software Engineer,I worked at Snap full-time (Less than a year),Software Engineer,"Nice location and good benefits & perks(on the paper). from the policies, I feel leadership team do care a lot about employees.","- the ""office buildings"" are all beach houses: completely unprofessional. looks great on the paper but working in a beach house is not a good experience. - what's written on the paper is not what's actually being executed. - leadership team changes mind way too often.company culture is bad: I feel I'm living in a lie all the time. management say one thing while meaning completely the opposite. no transparency at all. I think 95+% are committed to the company ONLY because of the RSU equity, and everyone I've talked to have admitted the company culture is speed & lies.",stop lying,1.0,1.0,1.0,1.0,1.0,1.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW19916141.htm
101," Mar 24, 2018",empReview_19850085,Former Employee - Software Engineer,I worked at Snap full-time (More than a year),DON'T Come Here,"1. Good pay for new grad. But don't believe in the stocks. Basically it's trash, and the vesting process is very tricky. There is no guarantee that you can vest them all. High chance that you'll be forced to leave the company within 4 years.","1. Unmature management level.2. No transparency.3. Engineering team is ""second-class"" citizen in this company.4. The culture is ""accept it or you shut up and leave"".",None,1.0,1.0,1.0,1.0,1.0,1.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW19850085.htm
102," Mar 28, 2018",empReview_19911166,Former Employee - Software Engineer,I worked at Snap full-time (More than a year),Stay Away,Nice compensation and smart and friendly coworkers,Useless managersNontransparent business decisionsShort-lived projects,None,1.0,1.0,1.0,1.0,1.0,1.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW19911166.htm
103," Mar 15, 2018",empReview_19712135,Former Employee - Software Engineer,I worked at Snap full-time (Less than a year),DON'T COME,Benefits are pretty good compares to Amazon.,"You will never get your RSU, they will lay you off in the 4th year. And they won't give you any alert before lay off and won't get anything because of layoff. Managment is aweful, it doesn't have any promotion guides in it. Lots of polities here, you won't concentrate on the thing you're working. And Snap doesn't have any roadmap, it keeps changing. For people who are not American, it won't care about your VISA status when unreasonable layoff comes, you get fired even you're the top performer.",None,1.0,1.0,1.0,1.0,1.0,1.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW19712135.htm
104," Mar 15, 2018",empReview_19707572,Current Employee - Software Engineer,I have been working at Snap full-time (More than a year),"For those new grad/junior engineer, DO NOT come to this company","The pay is good if you enter before IPO, not anymore","1. Don't be confused by the number they offered you, SNAP stock is trash2. Endless politics, every employee is forced to involved, nobody wants to or can actually make things better now, especially after the chaotic, politics, unfair, demoralize layoff3. The upper management blames the product's failure to engineers, and then layoff a bunch of hard-working people while rewarding themselves an absurdly huge amount of bonus4. The upper management always eats their words, there won't be promotion, bonus, and they are cutting the welfare one by one, while they are very generous to themselves5. The whole company is ruled by rumor and gossip, every tiny information is top secret in this company, even when is the next promotion cycle is a mystery or where is the bonus. There is absolutely no transparency here. And due to upper management's inability, even the rumor is not trustworthy because they are changing all the time.5. For those new grad/junior engineer especially, this company won't provide you any mentorship, they expect you to be as good as senior engineers without else's help6. For those OPT/H1B holders, think twice before you made the decision, the company's policy is brutal during this layoff, the H1B holders will enter the grace period immediatelyTo sum up, you should join this company if: you are a green card holder or citizen, you are willing to be fired at any time without notice, you actually believe this company's stock will rise in the future based on the nasty condition, or they really want you and give you at least double to cover the work overtime, unstable job status, endless politics and the risk of stock price sinking more.","TBH, don't hide in the back and blame engineers, admit the company's failure is largely due to upper management and actually hear advice from employee instead of pretending to let employee ask questions and always replying with repeating nonsense. Don't let direct manager be the only person to do the performance review, there are a lot of bad managers in this company. Don't think this company is Evan-exclusively and tell people who disagree to shut-up and leave. Be transparent and honest with the company, sometimes admit you did something wrong is not ashamed.",1.0,1.0,1.0,1.0,1.0,1.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW19707572.htm
105," Mar 9, 2018",empReview_19605010,Current Employee - Software Engineer,I have been working at Snap full-time (More than 3 years),"Wow, a great company to be part of now.........NOT!","Some really smart co-workers (who got cut in a brutal layoff ), and there is always something to learn from them.Free food ( less and less offered every day )","Lipstick on a pig, looks fine on the surface, but lots of politics underneath. Especially in very large teams where 20 people might report to one manager.Expect zero transparency from the rest of the company , especially the leadership. Since this has already been the norm for so many years, I highly doubt this culture will change once we all finally move to the ""new, centralized"" office in Santa Monica. This also means you might not know if a cut is coming until the day it comes! Surprise!Saw a lot of good engineers get laid off just because they were not part of their managers' favorite cliques. And then these poor folks get labeled as 'poor performers' This is what the company has evolved to over the years.Beware, for any folks who might be joining now just because of the tempting new vesting schedule(25-25-25-25). There might be more layoffs coming up! Some folks this time were cut right before their vesting date just so to save the company some money. Smart Move by Snap to break even!","Sinking Ship, management should jump off themselves.Maybe Evan, Imran et al should reinvest their $698+ million executive bonuses back in the ""troubled"" company",1.0,1.0,1.0,1.0,1.0,1.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW19605010.htm
106," Mar 10, 2018",empReview_19625177,Former Employee - Engineer,I worked at Snap full-time (Less than a year),Toxic company,- Very smart engineers- Free food (for now),"I was apart of the unexpected mass layoff. Many smart people were let go. So many families were impacted. Yet the CEO took in 638 million his first year.Leadership is the #1 problem at Snap and they have been trying to improve this for years with no change. One would think leadership would be included in this recent layoff, but they were not. Performance reviews, bonuses, and raises are not apart of their culture Everyone is working against unknown goals held for them so leadership can hold the upper hand.Long working hours and expectations are toxic in almost every department. I strongly advise future talent to look past the money and benefits. This company thrives off intimidation. Innovation is lacking because everyone fears for their job. Management is largely inexperienced and dismissive of new ideas.Post-IPO layoffs, FTE to contractor conversions, longtime VPs leaving; all red flags. Don't make the mistake many did. There are other companies out there with a better culture and more rewarding than just offering good pay and perks.","- Review your leadership. They are the #1 complaint everyone, both former and currently working complain about.- Be open to ideas and take risks",1.0,1.0,1.0,1.0,1.0,1.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW19625177.htm
107," Jan 28, 2018",empReview_18950093,Current Employee - Software Engineer,I have been working at Snap full-time (More than a year),Software Engineer,- Very talented people on team.- Cutting Edge technology to work on,- Fear of layoffs- Office space keep on moving,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW18950093.htm
108," Feb 13, 2018",empReview_19237005,Current Employee - Anonymous Employee,None,The worst place to work,"Snap is hands down the worst company I have ever been a part of in my entire career. There is no support and it’s a total sink or swim type environment. Employees are overly competitive with peers and it’s truly an environment where you need to fend for yourself completely. Although you will get to work with a lot of super smart people, they are mostly entitled, arrogant and egotistical. This type of behavior among employees is unfortunately very common. There’s a HUGE lack of female leadership which is always alarming. It’s truly a men’s club at the executive level where everyone is trying to get in, and will stab anyone in the back to do so. It’s a fear based operation that leaves employees being in a constant state of uncomfortableness and stress.The one real pro of working here is, as i mentioned above, is there are a lot of super smart people here that are visionary for what the future holds in terms of how communication and mobile advertising are evolving.",Working here is actually like being a part of a terrible cult where you’re expected to give your entire life to working for this operation. Really think twice before joining and especially if you have to relocate to the LA area.,None,1.0,1.0,1.0,1.0,1.0,1.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW19237005.htm
109," Jan 18, 2018",empReview_18805404,Current Employee - Analyst,I have been working at Snap full-time (Less than a year),Trust & Safety,"Free food, wellness initiative, flexible schedule",Open office layout and not many outdoor spaces for breaks,Transparency and efficiency,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW18805404.htm
110," Dec 14, 2017",empReview_18355028,Former Employee - Anonymous Employee,I worked at Snap full-time (More than a year),"Snapchat - Fun app, not a fun place to work.","Creativity abounds and their janky startup culture still exists, which can be fun at times. It's a fun app, and when great and creative product announcements are made and shipped, you can feel proud to work there. Most people who work there are friendly and smart.","No transparency into design and future products. No process or policy for peer or manager feedback, so career growth can be totally unclear. High levels of stress amongst colleagues (something even the ""beach view"" can't fix). The transition into the new Santa Monica HQ is not being elegantly executed either, can't imagine it will feel like home for the company for many years. There's very little culture to really stand or rally behind and Evan is just starting to make an effort to communicate to his employees. So many problems stem from management at this company, but they've hired some recent strong managers and leaders recently - progress!Also random side nag: the company throws its holiday party on 12/31 - I don't know who wants to celebrate NYE with his/her company, it seems to be to discourage participation to save money. Weird!","If upper management keeps hiring their ex-coworkers for other management roles, what will result is a very stale environment with an overall lack of diverse perspectives that are so needed at companies like this. Also, don't hire upper management who will brag about the amount of equity they have in meetings - it's bad for the culture :)",3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW18355028.htm
111," Nov 30, 2017",empReview_18137347,Current Employee - Engineer,I have been working at Snap full-time (Less than a year),I Really Wanted To Like It Here,- Competitive compensation packages (but once you’re in you’ll understand why)- Great HQ location,"- Lack of transparency on strategy and vision - You don’t have to be Facebook or Amazon, but you have to have some sort of competitive advantage. Separating social and media aren’t going to cut it. There are a bunch of apps that already do that. This is a huge gap for a company that’s supposed to be worth billions. I have yet to see anything that suggests that there’s any type of long term strategic planning. I could barely get teams to show me a roadmap for the quarter and it was needed for my job! As a result Snap:- Can’t keep top talent - Top talent wants to know what they’re working towards. That doesn’t happen here. You’re expected to work in a vacuum and pretend to see the bigger picture- except...there isn’t one. It’s all in Evan’s head. Priorities shift literally everyday and are based on nothing more than gut feelings.- Slow moving: Any reviewers that say Snap is fast-paced are disillusioned or lack experience. Meetings are for show, constantly pushed out, cancelled, and/or never re-scheduled. There’s very little autonomy and projects are micromanaged. There are no performance reviews, so goals (if they are even articulated) are constantly refreshed or pushed out quarter over quarter.- Morale is low and the existing culture perpetuates this: Some long-timers aren’t receptive to meeting new people as the company grows and bringing them into the fold. It’s a “fend for yourself” environment where survival of the ruthless reigns. Some people are just mean/rude.- Internal Communication: Nope. There is none. Have a suggestion for a new product/feature? Or maybe an anecdot to share that will help boost engagement? You’re out of luck finding a forum to share it in. The only feedback is in the form of app feedback and even that is a black box to the person who reports.Basically, Snap is a place where you try to look as busy possible and impress Evan/your leadership, without actually doing anything that’s moving the “camera company” forward in a meaningful way.It’s been very disappointing working here. Much like the app (Snapchat), the company (Snap Inc.), leaves a lot to be desired. I was hoping for world-class and just haven’t seen it yet.There’s a bunch of people rooting for Snap Inc., so it will be up to some bold souls (or Evan singlehandledly—which is more likely) to get to anything resembling success.","Just start over from the beginning.On boarding is mediocre. Stop telling people that they define the culture. If you want people to be kind, creative, and smart, then start looking for that in the talent you recruit and hire.People don’t buy into council. In fact, it along with a host of other feel good internal activities should be the first things to go in layoffs/cutbacks. There’s way too much focus on employee well-being and social responsibility for a company that isn’t profitable. Instead, trying telling Snap’s unique story in more depth and explaining what’s in store for the future during onboarding. Two days in Malibu doing feel good activities is a waste of time and money.Implement performance review cycles and consider not announcing promotions. People are resting and vesting- doing the minimum amount possible in order to just keep floating along (see also- the Blind app for validation). It’s not the best look for a company that prides itself on being innovative.You may bring in top talent, but they either leave soon after or underperform because of a culture that encourages the image of success rather than actual results. Changing this will change the current trajectory of the company.",2.0,2.0,2.0,2.0,2.0,2.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW18137347.htm
